fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Jan,18,MAHARASHTRA,1805,SINDHUDURG,299953,292.705203590405,29,107,136.0030425,4583,5,16177,372326,8798,3751,863,306,75.60363,1301.42424882001,12627,20625,38894,89163,418,130164,244559,20760,1089.81757632001,147867,81,81.17,4.4,100.74,
2024-2025,Jan,18,MAHARASHTRA,1809,AHMEDNAGAR,1600931,287.123807526367,40,177,2091.006299462,14825,12,32057,2603806,140599,33501,79702,26193,313.23667,9880.389897262,64949,111355,157433,454757,5684,772387,1914577,46882,7476.1469278,1084660,90,65.48,0.08,106.0,
2024-2025,Jan,18,MAHARASHTRA,1813,SOLAPUR,1149374,332.735061104891,35,144,640.479371323,5789,13,20322,1443256,52905,15715,11014,2588,164.99361,5607.691714823,40692,66837,88512,202318,2272,564444,981268,26111,4802.2187335,521591,96,80.36,0.0,108.33,
2024-2025,Jan,18,MAHARASHTRA,1818,BEED,7482402,304.184324616241,47,591,8321.877320117,5147,56,72962,8619544,144660,16186,17418,1894,873.97252,35415.1515415167,182457,316579,268792,655850,19884,689204,1422538,78109,26219.3017013997,3573021,78,40.63,4.49,312.73,
2024-2025,Jan,18,MAHARASHTRA,1820,Dharashiv,2168061,272.374377290673,48,165,2146.414849653,4293,24,21435,2275805,138565,24312,8578,1168,306.86491,8651.98945675301,47202,73894,78269,199093,5321,327921,706888,25728,6198.70969710001,869109,79,51.89,0.1,114.98,
2024-2025,Jan,18,MAHARASHTRA,1829,CHANDRAPUR,4764964,247.660976237252,46,744,8125.69669983701,15499,9,24917,5044829,528729,63854,1120369,108127,541.02858,21160.798030737,108223,188535,175374,501127,10136,384772,920438,40416,12494.0727509,2566308,80,34.23,11.9,102.16,
2024-2025,Jan,18,MAHARASHTRA,1834,HINGOLI,1907885,292.485629865944,41,101,3022.164084019,7939,4,20332,2204223,317758,45642,363969,43690,310.38653,9779.586139219,52819,86955,96280,245879,4282,263802,597465,28271,6447.0355252,880408,90,69.9,0.16,102.13,
2024-2025,Jan,18,MAHARASHTRA,1807,DHULE,1810333,281.79032101694,44,240,475.935996321,5713,15,24770,2345546,86924,17258,365539,75020,207.18665,7292.644249321,52363,85997,100979,282064,5563,449825,946321,30483,6609.521603,917027,88,64.84,0.16,102.99,
2024-2025,Jan,18,MAHARASHTRA,1808,JALGAON,1769300,279.135749665354,38,178,2363.525424529,14491,30,32933,2562410,121838,32100,179634,38458,302.38013,9818.507917529,66659,103018,146390,359477,4947,676069,1278794,47424,7152.602363,1010208,92,50.74,0.66,104.08,
2024-2025,Jan,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10699485,284.478876294318,66,1472,11112.037156501,16847,12,72394,11204740,251966,29111,154717,12690,1317.72816,44304.883760201,168746,305569,244354,649293,36599,693049,1474581,89241,31875.1184437,4722633,94,80.31,0.23,109.91,
2024-2025,Jan,18,MAHARASHTRA,1817,PARBHANI,3429686,302.861585321048,43,282,5131.342873766,7517,32,33475,3916683,136331,21291,29462,2954,634.30292,17627.774019566,89602,143453,147707,331990,7768,423856,815779,40992,11862.1282258,1526424,90,58.05,0.11,108.89,
2024-2025,Jan,18,MAHARASHTRA,1819,NANDED,4296326,278.122144540914,44,231,5477.172578763,9459,37,39906,4859925,513585,79106,341121,39562,596.91609,19590.616301843,108943,175788,184383,488670,10048,666462,1504788,49365,13516.52763308,2077514,83,46.34,1.3,108.76,
2024-2025,Jan,18,MAHARASHTRA,1828,BHANDARA,5375091,189.481793331197,39,5480,3201.231569773,13090,8,15378,5246549,608430,59424,363202,33243,411.27466,13553.761362973,133898,220084,188564,453752,6785,288403,632348,28468,9941.2551332,3225187,80,23.81,14.78,100.94,
2024-2025,Jan,18,MAHARASHTRA,1831,NANDURBAR,1527444,279.924950632802,32,111,3574.89193902,12265,7,29038,2084380,55943,11434,1512709,296260,303.84965,9713.44127502,64272,94762,151567,362814,2409,535773,1088242,41303,5834.699686,863803,77,39.6,1.53,107.14,
2024-2025,Jan,18,MAHARASHTRA,1832,WASHIM,2391913,295.597234705286,40,714,1140.845756015,4661,2,23567,2744919,193401,21222,78241,7701,364.63168,9619.382094915,68069,108740,91393,214817,3243,286978,569281,28228,8113.9046589,1107316,90,62.6,23.34,99.56,
2024-2025,Jan,18,MAHARASHTRA,1802,THANE,351478,281.507181668619,33,38,241.015610999,3777,6,11199,447364,14672,3601,130331,34136,50.11315,1550.490549199,13207,23015,30397,98779,583,140241,330933,14976,1259.3617882,190081,94,55.9,0.99,101.69,
2024-2025,Jan,18,MAHARASHTRA,1803,RAIGAD,151902,294.31633036079,23,73,242.714090714,1984,79,18977,259486,7501,3155,59830,15155,42.9022,1049.325963714,11076,17323,30909,71510,203,194435,350637,20961,763.709673,110187,71,30.19,2.58,110.13,
2024-2025,Jan,18,MAHARASHTRA,1812,SANGLI,476566,282.529027958932,33,43,618.578935546,4825,28,10017,633286,30871,8047,668,217,105.79457,2513.590285546,19177,27909,49104,104591,454,318500,558722,14842,1789.21678,226122,84,45.17,0.13,98.07,
2024-2025,Jan,18,MAHARASHTRA,1817,PARBHANI,3429686,307.851631683954,42,280,5131.342873766,7426,32,33310,3795208,133473,21251,28532,2951,634.30292,17449.255547566,88419,141391,147191,330890,7342,423589,815293,40736,11683.6097538,1477373,89,57.68,0.11,108.91,
2024-2025,Jan,18,MAHARASHTRA,1819,NANDED,4296326,279.570128322649,44,226,5477.172578763,9130,39,39691,4750276,503345,78887,334952,39452,596.91609,19354.441377643,107598,173260,183644,486786,9635,665489,1502960,48821,13280.35270888,2029220,83,46.22,1.32,108.79,
2024-2025,Jan,18,MAHARASHTRA,1820,Dharashiv,2168061,273.430261924964,48,165,2146.414849653,4168,24,21545,2262900,137738,24296,8542,1168,306.86491,8640.73315675301,47134,73773,78200,198943,5256,327870,706786,25713,6187.45339710001,863820,79,51.85,0.1,114.99,
2024-2025,Jan,18,MAHARASHTRA,1826,WARDHA,1317952,289.065892588853,49,292,1340.16627812,4410,3,11730,1517552,118301,15910,114818,14209,213.11717,5940.00868242,30476,49669,56637,138915,3265,222802,412674,16140,4386.72523429999,563663,89,77.29,0.16,104.69,
2024-2025,Jan,18,MAHARASHTRA,1828,BHANDARA,5375091,188.884327210159,38,5465,3201.231569773,12768,8,15387,5199863,602424,59404,360085,33243,411.27466,13434.232473173,133494,219280,188488,453612,6618,288314,632211,28155,9821.7262434,3199654,80,23.8,14.99,100.94,
2024-2025,Feb,18,MAHARASHTRA,1809,AHMEDNAGAR,1602435,271.193291765951,47,222,2262.749888462,15708,9,33282,3614212,191396,34346,109123,27711,335.82753,12400.077912662,75721,131919,163236,472234,9760,774244,1921218,48990,9801.5004942,1517842,92,66.85,0.08,107.03,
2024-2025,Feb,18,MAHARASHTRA,1811,SATARA,691341,282.780134642098,38,169,319.533100799,7542,14,13904,1106489,38279,11482,4150,990,133.42489,3581.889074799,28950,44977,72057,161461,2487,414272,782596,21446,3128.931084,457885,89,68.19,0.27,106.31,
2024-2025,Feb,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10703384,270.405935592411,72,1557,11204.500185701,18748,12,72213,12572152,282942,29435,174288,12967,1340.97933,46541.324755401,174163,317102,246625,655248,42943,695084,1479592,90961,33995.8452397,5320645,94,80.55,0.24,111.6,
2024-2025,Feb,18,MAHARASHTRA,1821,LATUR,4354519,280.304974374635,58,251,7636.092388948,17555,1,27542,5426069,499661,57626,54049,4413,687.36016,23532.993868948,92183,151096,137392,342788,16207,403462,852078,45097,15209.54132,2182335,88,56.47,0.02,102.95,
2024-2025,Feb,18,MAHARASHTRA,1824,AMRAVATI,6359823,227.027988246083,91,1295,13069.249982779,18320,3,44422,11168190,1011082,55792,4253452,143208,914.61679,39338.7838532792,122696,237244,198673,557915,36123,477127,1076341,62742,25354.9170805002,4799008,78,37.37,20.39,126.03,
2024-2025,Feb,18,MAHARASHTRA,1831,NANDURBAR,1539783,284.680340235842,34,130,3907.061711327,12963,7,29776,2559166,68415,11698,1864020,304582,317.98937,11510.493557327,73793,109748,156366,373558,3511,537927,1091918,42739,7285.442476,1071580,85,36.07,1.44,110.71,
2024-2025,Feb,18,MAHARASHTRA,1833,GONDIA,6298743,207.742597718121,46,367,11197.623134462,19364,14,31561,8101568,674592,53243,1311438,91587,749.13704,28777.167993562,172385,282402,240849,619630,15741,357819,845961,50925,16830.4078191,5177956,79,24.9,9.73,102.87,
2024-2025,Feb,18,MAHARASHTRA,1805,SINDHUDURG,300042,290.573246509031,31,120,148.1510818,5231,5,16086,429465,9894,3778,923,307,80.04051,1476.10198492001,13802,22620,39405,90169,529,130572,245236,21317,1247.91039312001,171133,82,82.05,4.05,101.26,
2024-2025,Feb,18,MAHARASHTRA,1806,NASHIK,2068659,291.469852212108,34,711,4438.78289548,22724,16,45172,3035905,53694,12126,1164089,209815,397.20556,13684.73627228,87486,142600,191831,534268,3881,709634,1510114,67896,8848.7478168,1123477,84,32.25,12.74,101.19,
2024-2025,Feb,18,MAHARASHTRA,1809,AHMEDNAGAR,1602435,271.475905827571,47,220,2262.749888462,15577,9,33147,3535281,187306,34289,106688,27575,335.82753,12196.013536762,75023,130576,162882,471144,9413,774161,1920842,48724,9597.4361183,1484139,92,66.68,0.08,107.08,
2024-2025,Feb,18,MAHARASHTRA,1814,KOLHAPUR,422632,285.053799152274,31,48,329.74136771,2512,133,9430,666017,62469,19261,1160,340,98.64895,2326.89707921,21031,35188,50804,123296,882,363422,648278,11942,1898.5067615,277171,91,43.7,0.02,115.43,
2024-2025,Feb,18,MAHARASHTRA,1819,NANDED,4303995,276.406290836766,48,282,5518.794058763,10595,32,40296,5726133,587051,80474,400530,40589,621.83119,21968.017082443,118818,194123,190165,502977,13306,672414,1515791,50891,15827.39183368,2460570,84,47.41,1.22,112.63,
2024-2025,Feb,18,MAHARASHTRA,1825,YAVATMAL,4827157,297.012809325786,40,767,3167.075998544,20594,7,42069,6290730,328831,40604,686222,77337,654.56283,22505.912728644,153771,231486,236276,528969,9467,692890,1413587,62663,18684.2739001,2583513,93,45.31,19.52,100.37,
2024-2025,Feb,18,MAHARASHTRA,1826,WARDHA,1319832,289.730969476509,52,330,1369.41921812,6033,3,11257,1735483,137397,16329,132739,14641,229.46667,6627.11760911999,33191,54668,58318,143084,3909,223771,415221,17290,5028.23172099999,652532,90,76.18,0.21,107.52,
2024-2025,Feb,18,MAHARASHTRA,1833,GONDIA,6298743,207.003994974314,46,365,11197.623134462,19286,14,31053,7981398,665782,53209,1279169,91496,749.13704,28468.572889262,171683,280732,240659,619200,15143,357704,845727,50339,16521.8127148,5106719,79,24.77,9.82,102.76,
2024-2025,Feb,18,MAHARASHTRA,1803,RAIGAD,152305,287.696042252112,25,78,255.763992172,3652,61,17970,309949,9048,3211,72730,15590,46.0898,1193.564798172,12282,19349,31716,73255,285,195642,352860,21622,891.711006,134046,72,33.9,2.41,112.78,
2024-2025,Feb,18,MAHARASHTRA,1806,NASHIK,2068659,291.709882634803,34,712,4438.78289548,22760,16,45296,3050308,54148,12139,1168833,210048,397.20556,13734.03834228,87814,143224,192044,534857,3898,709825,1510610,68056,8898.0498868,1129808,84,32.27,12.71,101.19,
2024-2025,Feb,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10703384,272.33376816516,71,1555,11204.500185701,18731,12,71940,12464520,280665,29420,172396,12947,1340.97933,46490.576515401,173606,315991,246331,654548,42471,694948,1479265,90671,33945.0969997,5273299,94,80.46,0.24,111.61,
2024-2025,Feb,18,MAHARASHTRA,1817,PARBHANI,3431135,281.492383366329,49,334,5262.257868446,7647,30,35940,5033838,170678,21773,35293,3029,673.44259,20105.571019446,100732,162718,152072,340953,12144,428061,822684,43587,14169.870561,1982298,90,60.31,0.11,110.68,
2024-2025,Feb,18,MAHARASHTRA,1821,LATUR,4354519,281.756679650355,58,246,7636.092388948,17530,1,27435,5391637,495871,57546,53825,4411,687.36016,23514.749938948,91870,150504,137270,342451,16066,403314,851795,44965,15191.29739,2167833,88,56.41,0.02,102.95,
2024-2025,Feb,18,MAHARASHTRA,1822,BULDHANA,1406190,298.495538688133,26,205,1130.129765356,11581,8,29865,2176714,158013,35266,48808,8089,243.27709,7870.801035356,82668,123325,134400,325130,900,490240,1022357,41446,6497.39418,777267,94,43.19,0.51,99.75,
2024-2025,Feb,18,MAHARASHTRA,1824,AMRAVATI,6359823,227.518098709529,90,1288,13069.249982779,18196,3,44359,11059662,1001020,55753,4200993,143070,914.61679,39146.5994788793,122308,236426,198509,557416,35756,477085,1076106,62555,25162.7327061003,4747769,78,37.4,20.21,126.27,
2024-2025,Feb,18,MAHARASHTRA,1826,WARDHA,1319832,289.958119944872,52,330,1369.41921812,6035,3,11282,1740683,137853,16329,133316,14654,229.46667,6646.13758911999,33260,54781,58355,143177,3928,223791,415290,17317,5047.25170099999,654806,90,76.15,0.21,107.49,
2024-2025,Feb,18,MAHARASHTRA,1828,BHANDARA,5385336,191.807055216628,40,5588,3379.507586804,15018,8,15479,5542479,645222,59677,386653,33321,459.62549,14469.998832704,136823,225855,189223,455090,7851,289065,633525,30497,10630.8657559,3377633,81,24.23,13.5,101.17,
2024-2025,Feb,18,MAHARASHTRA,1830,GADCHIROLI,2999961,270.920820033364,48,1226,6539.807618428,13626,2,16033,4638582,403866,40345,1913873,170054,440.45566,19547.147670748,96478,189546,137295,397353,10264,236580,605005,29659,12566.88439232,2252654,83,31.33,11.43,104.03,
2024-2025,Dec,18,MAHARASHTRA,1802,THANE,347891,283.151794834451,33,38,177.866410999,3558,6,11065,425705,13787,3559,124106,33736,50.11315,1433.370909199,12678,21954,30076,97661,548,140020,330167,14623,1205.3913482,180454,94,55.39,1.01,101.71,
2024-2025,Dec,18,MAHARASHTRA,1806,NASHIK,2039210,292.542447813501,32,574,4303.57154088,20604,23,39870,2328380,40692,11653,884254,200156,359.17471,11474.24609728,71577,114076,183226,511594,2681,702149,1492707,60474,6811.4998464,833472,82,30.7,13.12,100.57,
2024-2025,Dec,18,MAHARASHTRA,1814,KOLHAPUR,417860,292.087710943105,30,39,322.68580931,1938,174,8936,517047,52096,18711,923,325,94.22586,1927.14241611,16865,27790,47751,115639,594,360856,641597,10874,1510.2307468,210618,91,41.28,0.03,113.34,
2024-2025,Dec,18,MAHARASHTRA,1816,JALNA,4179031,282.375611224923,44,340,4305.937919093,3982,20,50005,4714901,121403,20370,21318,3167,506.84725,18126.515686493,106198,192037,167240,444914,8943,487915,1092470,53987,13313.7305174,1931009,75,49.4,0.68,101.31,
2024-2025,Dec,18,MAHARASHTRA,1812,SANGLI,471705,281.087900945928,32,42,611.519955546,3808,41,10428,586831,28889,8041,628,217,105.79457,2366.825465546,17989,25935,48466,103508,377,318144,558305,14236,1649.51094,208058,83,44.12,0.14,97.36,
2024-2025,Dec,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10590306,293.871873997879,63,1437,11082.936726501,13173,13,75381,10435364,235511,28882,143679,12571,1317.72816,43067.264631801,164446,296054,242609,644598,32992,691717,1471385,88554,30666.5997453,4386830,94,79.7,0.22,109.49,
2024-2025,Dec,18,MAHARASHTRA,1818,BEED,7406051,316.666025700501,45,571,8308.602000117,3824,60,72259,8055017,132399,16069,16726,1894,873.97252,34690.0767235167,175125,303606,265967,652392,18037,687786,1422851,76083,25507.5022033997,3330123,77,39.85,4.69,315.49,
2024-2025,Dec,18,MAHARASHTRA,1822,BULDHANA,1390496,298.01618514987,23,167,1036.435885356,9366,9,27269,1636080,117282,33874,37046,7680,231.2882,6143.507287356,69846,102104,126869,307370,418,486708,1014744,36635,4875.783202,572249,93,41.23,0.63,99.69,
2024-2025,Dec,18,MAHARASHTRA,1823,AKOLA,1346413,282.505106385537,33,1975,568.295546111,6745,2,19977,1580055,240256,36084,78784,10411,190.32159,5222.353194811,47692,69378,88840,204070,2639,292516,565258,26722,4463.7360587,569355,89,39.97,3.9,107.52,
2024-2025,Dec,18,MAHARASHTRA,1826,WARDHA,1304502,292.557316333207,48,277,1327.13599812,4189,3,11531,1436460,111097,15796,108010,14054,213.11717,5742.72199431999,29546,47914,56129,137580,3029,222460,411706,15720,4202.46882619999,531945,89,77.79,0.17,104.63,
2024-2025,Dec,18,MAHARASHTRA,1830,GADCHIROLI,2955491,276.189537803267,38,998,6483.935017428,11139,2,11528,3013020,269711,39369,1144143,165985,406.56619,15212.147219348,78857,147842,133880,388065,4555,235335,601586,22667,8321.64601192,1438774,81,30.08,13.0,101.59,
2024-2025,Dec,18,MAHARASHTRA,1803,RAIGAD,150352,292.261114579955,22,73,242.714090714,1797,79,19029,246640,7131,3139,57295,15066,42.9022,1006.449103714,10786,16880,30727,71127,179,194213,350277,20826,720.832813,104189,71,29.21,2.65,109.04,
2024-2025,Dec,18,MAHARASHTRA,1805,SINDHUDURG,296893,293.489265283421,29,104,136.0030425,3621,5,17010,359540,8592,3751,857,306,75.60363,1266.81797690001,12342,20148,38804,88958,388,130085,244371,20631,1055.21130440001,142864,81,80.9,4.5,100.76,
2024-2025,Dec,18,MAHARASHTRA,1810,PUNE,374487,306.36664945338,31,67,426.752626937,9435,173,17095,511233,24471,10365,60849,21485,104.65807,2097.658109937,16440,26634,56929,150300,625,380598,818568,26530,1566.247413,189661,93,69.99,0.02,102.17,
2024-2025,Dec,18,MAHARASHTRA,1812,SANGLI,471705,282.332715390398,32,43,618.578935546,4574,36,10056,607931,29510,8001,658,217,105.79457,2440.761605546,18651,27034,48784,103883,401,318243,558254,14630,1716.3881,216262,84,44.19,0.13,97.68,
2024-2025,Dec,18,MAHARASHTRA,1821,LATUR,4305825,289.207666293277,52,216,7594.285898948,15362,1,26744,4445760,405731,56448,43698,4278,671.67634,21123.440983948,84564,136596,133431,333606,11714,398655,843487,42106,12857.478745,1771409,87,58.11,0.02,101.06,
2024-2025,Dec,18,MAHARASHTRA,1833,GONDIA,6219077,216.833665539778,40,338,10671.263864762,18052,15,26965,6337806,523030,52586,987579,90154,675.40661,25089.167539362,158040,252314,237827,612310,8387,356086,841860,45017,13742.4970646,4039233,78,24.55,11.11,101.98,
2024-2025,Dec,18,MAHARASHTRA,1834,HINGOLI,1888416,295.514048521633,40,98,3022.164084019,7206,4,20431,2055207,298772,45335,340063,43420,310.38653,9405.976025219,50651,82878,95488,244015,3776,263307,596558,27637,6073.4254112,819724,90,69.42,0.16,102.24,
2024-2025,Jan,18,MAHARASHTRA,1806,NASHIK,2060232,294.371589459813,32,606,4304.90354088,22051,20,39986,2469254,43629,11766,932801,202049,359.17471,11932.86049848,75041,120116,185268,516768,2882,703832,1495898,62037,7268.7822476,889341,82,31.56,13.04,100.72,
2024-2025,Jan,18,MAHARASHTRA,1807,DHULE,1810333,283.12584289619,44,225,475.935996321,5710,16,24260,2269022,83140,17186,352313,74569,207.18665,7107.310309321,51353,84170,100352,280396,5291,449110,944933,29970,6424.187663,885293,87,65.06,0.17,102.97,
2024-2025,Jan,18,MAHARASHTRA,1810,PUNE,378347,304.931222133023,31,69,426.752626937,9914,162,16811,530646,25222,10392,63830,21609,104.65807,2149.516029937,16870,27417,57200,151026,658,380786,819070,26725,1618.105333,197835,93,69.96,0.02,102.21,
2024-2025,Jan,18,MAHARASHTRA,1825,YAVATMAL,4819371,296.818739565016,38,680,3099.326368544,17110,7,38738,5230123,273238,39257,563102,74309,639.32052,19262.632054844,135241,201113,225287,504704,6615,684659,1398301,55848,15523.9851663,2130281,92,47.16,20.23,99.89,
2024-2025,Jan,18,MAHARASHTRA,1834,HINGOLI,1907885,291.174337878702,41,102,3022.164084019,7632,4,20448,2169021,314107,45577,358219,43625,310.38653,9648.183149219,52183,85801,96045,245291,4195,263566,597021,28080,6315.6325352,865918,90,69.62,0.16,102.18,
2024-2025,Dec,18,MAHARASHTRA,1810,PUNE,374487,308.932915472622,30,61,414.306156937,7687,207,18222,455734,22307,10289,54946,21200,104.65807,1926.876559937,14863,23822,56103,148064,519,380103,817205,25909,1407.912333,166606,93,69.22,0.02,101.9,
2024-2025,Dec,18,MAHARASHTRA,1811,SATARA,684054,292.433327221287,36,116,268.181130799,5196,48,13808,774427,25158,11073,2379,915,124.93101,2657.794783799,21226,32411,67820,151874,1614,408017,769668,19004,2264.682643,312565,88,69.2,0.26,103.52,
2024-2025,Dec,18,MAHARASHTRA,1813,SOLAPUR,1137646,326.388141642331,34,140,633.387611323,3270,17,21935,1291323,47350,15571,9924,2543,164.68648,5012.799233623,37008,60199,86433,197705,2020,562711,977349,25205,4214.7251423,459846,96,80.53,0.0,104.73,
2024-2025,Dec,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10590306,292.513760305462,62,1402,11082.936726501,11296,14,76700,10221643,231184,28804,140540,12536,1317.72816,42300.377190801,162865,292742,241866,642605,31972,691278,1469975,87996,29899.7123043,4293195,94,79.64,0.23,107.88,
2024-2025,Dec,18,MAHARASHTRA,1817,PARBHANI,3394688,313.828647353334,40,268,5154.482250666,5059,37,34607,3369313,121543,21031,25363,2926,634.30292,16362.654583666,83726,132838,144743,325574,5792,421791,812114,39666,10573.869413,1305161,89,56.71,0.1,106.89,
2024-2025,Dec,18,MAHARASHTRA,1820,Dharashiv,2145938,272.678376571078,46,162,2133.380119653,2597,25,22765,2161653,131304,24201,8128,1159,306.86491,8334.605337153,46088,71877,77620,197678,4811,327223,705589,25362,5894.3603075,822421,79,51.91,0.1,113.47,
2024-2025,Dec,18,MAHARASHTRA,1821,LATUR,4305825,294.446272628922,51,212,7580.691048948,9254,1,30009,4195571,379169,56120,41456,4239,671.34234,20605.735813948,82120,131844,132287,330932,10623,397323,841086,39263,12353.702425,1667032,87,59.62,0.02,100.83,
2024-2025,Dec,18,MAHARASHTRA,1832,WASHIM,2367506,297.424255667427,38,590,1133.262886015,2766,2,23388,2263417,160702,20322,64803,7276,364.20168,8229.415730915,59496,93760,85221,201996,2295,282214,560877,26154,6731.9511649,900258,89,62.77,24.05,99.26,
